Summary,Issue Type,Status,Priority,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Labels,Description,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Custom field (Acceptance Criteria),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connect with xxxxx.xxxIM onboarding (Yaretzee) IAMOB-1691 to schedule meeting for onboarding. ,Sub-task,Done,Medium,9/25/2019 14:11,11/5/2019 15:54,10/8/2020 22:46,11/5/2019 15:53,,,,,"Hello Yaretzze,

It looks like the EHS-Axion (Readyset) xxxxx.xxxIM onboard (IAMOB-1691) is assigned to you.  Can you please update Susan on when the meetings will be scheduled to create the xxxxx.xxxIM form.

",,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASH region:  Need to determine Provisioning landscape,Task,Done,Medium,9/25/2019 14:04,2/12/2020 10:34,10/8/2020 22:46,2/12/2020 10:34,,,,,Set up meeting with WASH region to determine how provisioning for applications are completed in the WASH region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadmap UAR interim and long-term solution,Sub-task,Backlog Grooming,Medium,9/24/2019 17:02,1/29/2020 10:24,10/8/2020 22:46,,,,,,Need to roadmap both the interim and long-term solution to do a comparison of HR file and Readset User access report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determine READYSET capabilities for yearly user access report ,Sub-task,In Progress,Medium,9/24/2019 16:59,1/15/2020 10:51,10/8/2020 22:46,,,,,,"HIPPA requires yearly review of user access. Will need Yearly access report from READYSET to determine proper access granted of ""ACTIVE"" xxxxx.xxx employees. Particularly in relation to (MY HEALTH access- Participant user role)

Â 

Meet with Aries to determine best method for comparing Axion report to our authorized user list.",,0,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirm with Dennis Re: HR file content/capability,Sub-task,Backlog Grooming,Medium,9/24/2019 16:56,1/29/2020 10:29,10/8/2020 22:46,,,,,,"HR file contains all ACTIVE employees within xxxxx.xxx.   
Considering that all xxxxx.xxx employees are provisioned/deprovisioned through SSO the assumption would be that the HR file would only contain ACTIVE employees that have appropriate access to Ready set (MY HEALTH- Participant level user) 

",,,,,"Confirm that HR file is a viable solution to determine all ""ACTIVE"" xxxxx.xxx employees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conduct 2 of 6 SAG Document Reviews with ASG,Story,Done,Medium,9/24/2019 16:50,10/16/2019 11:35,10/8/2020 22:46,10/16/2019 11:35,,,,,Walk through the SAG with ASG team to validate contents are clear and complete for eventual hand off.,,0,43200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determine Solution design  for KPHC messages - unique identifier. Round 2,Story,Done,Medium,9/24/2019 16:46,11/5/2019 16:06,10/8/2020 22:46,11/5/2019 16:06,,,,,"Work with EPIC, Web Services, and KPHC teams to create a solution design for Orders and Results to uniquely identify the patient, and protect the privacy of their EH orders from any other Orders associated with their medical record.

Â 

We can now engage Interconnect to complete our end to end design, then we can engage API datapaower teams as well.",0,0,72000,9223372036854770000%,Interface Specification and solution design approval from all parties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Develop process and tool for yearly UAR ,Task,Backlog Grooming,Medium,9/24/2019 16:38,1/29/2020 10:28,10/8/2020 22:46,,,,,,"CARMA has been ruled out as a tool for yearly access review.  
Will need to determine best approach/tool to ensure UAR completed on yearly basis to comply with HIPPA regulations. 
IDEA per Aries: Utilize Readyset HR file and yearly report form Readyset to complete appropriate access review.   Design ""push button"" comparison report for end user (review monitor) 
Aries will reach out to Dennis to ensure HR report encompasses all xxxxx.xxx users. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determine Key Users for email distribution of system outages,Story,Done,Medium,9/24/2019 16:36,11/19/2019 8:43,10/8/2020 22:46,11/19/2019 8:43,,,,,Work with BAO to create Key Users list and instruct them on how to forward Axion messages of system outage. Add SNOW and ASG / Help Desk contacts to those message distribution lists and publish to Axion Help Desk.,0,0,43200,9223372036854770000%,Complete distribution list and publish to Axion Help Desk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHS California Data Migration - Legacy Data Mapping,Story,In Progress,Medium,9/24/2019 9:57,10/6/2020 15:25,10/8/2020 22:46,,,,10/21/2019 0:00,,Working on performing the Legacy Data Mapping for ingested EHS data in Landing Zone.Â ,432000,324000,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHS Modernization - File Specification and NEDI System ID request forms - GA,Story,Done,Medium,9/24/2019 9:50,10/17/2019 14:48,10/8/2020 22:46,10/16/2019 11:34,,,10/14/2019 0:00,,"These are the formats that we can export data from Ceridian.Â  Our preference would be to start from the .csv comma delimited format.

Â 

The issues we have had so far in the various versions Â that we need help to solve for:
 * Drops leading zeroâ€™s (SSN for Isaac Woods) â€“ NEDI needs to have leading zeroes for SSN and dates (example 04/12/2019)

Are the SSN numbers of fixed length (the standard 9 digits) â€“ and would
 * Trailing spaces or empty fields with spaces
 * Double quotes - this will happen if there is a comma within a field. (example: Address1 for Susan Smith and Tony Adams)
 * Pipe delimited â€“ we are not able to export or convert to this format",324000,324000,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Initiate xxxxx.xxxIM process for on-boarding - new EH staff for managers,Story,Done,Medium,9/13/2019 13:07,11/5/2019 16:08,10/8/2020 22:46,11/5/2019 16:08,,,,,"Initiate discussions with xxxxx.xxxIM to add the Readyset application to the standard list of applications a manager can request and authorize access for their employee. Follow up with a workflow document that can be shared in the Support model, the Help Desk, and for EH Managers as a desk reference guide.",,0,64800,,Readyset added to xxxxx.xxxIM selections for a manager to authorize for EH employee.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conduct 1 of 6 SAG document reviews,Story,Done,Medium,9/12/2019 15:53,9/24/2019 16:53,10/8/2020 22:46,9/24/2019 16:48,,,,,Walk through the SAG with ASG team to validate contents are clear and complete for eventual hand off.,0,0,21600,9223372036854770000%,"Complete 1 of 6 sessions, and update SAG document.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create JRM based provisioning intake through xxxxx.xxxIM for New EH staff,Story,Done,Medium,9/12/2019 15:46,11/5/2019 15:53,10/8/2020 22:46,11/5/2019 15:53,,,,,AddÂ  Readyset (Employee Health) application to the xxxxx.xxxIM new user request form for an EH Manager to request provisioning,,0,21600,,"Confirm xxxxx.xxxIM process has been updated with Readyset application for new EH staff to be provisioned, and Service Now ticket created for ADS / ASG / CAPS team top complete provisioning.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summarize through JRM - Provisioning asks for ADS and eventually CAPS,Story,Done,Medium,9/12/2019 15:42,9/12/2019 15:47,10/8/2020 22:46,9/12/2019 15:43,,,,,,,0,14400,,"Walk through JRM with Sue and make sure there is an understanding of what roles, and what approvals are needed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmad to check with Kimber for downtime communication template to EH users,Task,Done,Medium,9/12/2019 9:48,10/16/2019 11:29,10/8/2020 22:46,10/16/2019 11:29,,,,,Question for Axion/Kimber regarding process and template notification for down time.  Determine communication pathway to all users,3600,0,28800,800%,acceptable templated notification from vendor regarding down time issues and communication pathway to xxxxx.xxx EH users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identify funding for iPads,Task,Done,Medium,9/12/2019 9:46,10/16/2019 11:41,10/8/2020 22:46,10/16/2019 11:33,,,,,"Budget has been revised to include additional 25k for iPads, totaling a budget of 125k. Will be used to purchase 190 iPads plus SSD labor.

Â 

Based on the initial budget of $100k we already used up approx $15k which leaves us with approx $85k to purchase the pending iPads. The funding needs to be re-evaluated as if there is only $85k left then we could only purchase 132 iPads. Below is the cost estimates. Updated pending iPads needed are 217. Question is do we purchase 217 iPads or 135? Budget will drive this decisionÂ 

Â 
|*217 iPads*|Â |Â |Â |Â |
|Â |Â |*Qty*|*Cost*|*Amt*|
|Â |iPads|217|$466|$101,122|
|Â |Recycling|217|$5|$1,085|
|Â |Tax|Â |10.14%|$10,363|
|Â |Total for iPads|$112,571|
|Â |Â |Â |Â |Â |
|Â |Cases|217|$45|$9,765.00|
|Â |SSD|217|$92|$19,964.00|
|Â |Total for cases/SSD|$29,729|
|Â |Â |Â |Â |Â |
|Â |Â |Â |Â |Â |
|Â |*GRAND TOTAL*|*$142,300*|
|135 iPads|Â |Â |Â |Â |
|Â |Â |*Qty*|*Cost*|*Amt*|
|Â |iPads|135|$466|$62,910.00|
|Â |Recycling|135|$5|$675.00|
|Â |Tax|Â |10.14%|$6,447.52|
|Â |Total for iPads|$70,032.52|
|Â |Â |Â |Â |Â |
|Â |Cases|135|$45|$6,075.00|
|Â |SSD|135|$92|$12,420.00|
|Â |Total for cases/SSD|$18,495.00|
|Â |Â |Â |Â |Â |
|Â |Â |Â |Â |Â |
|Â |*GRAND TOTAL*|*$88,527.52*|
|132 iPads|Â |Â |Â |Â |
|Â |Â |*Qty*|*Cost*|*Amt*|
|Â |iPads|132|$466|$61,512.00|
|Â |Recycling|132|$5|$660.00|
|Â |Tax|Â |10.14%|$6,304.24|
|Â |Total for iPads|$68,476.24|
|Â |Â |Â |Â |Â |
|Â |Cases|132|$45|$5,940.00|
|Â |SSD|132|$92|$12,144.00|
|Â |Total for cases/SSD|$18,084.00|
|Â |Â |Â |Â |Â |
|Â |Â |Â |Â |Â |
|Â |*GRAND TOTAL*|*$86,560.24*|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finalize # of iPads total needed,Task,Done,Medium,9/12/2019 9:41,10/1/2019 14:49,10/8/2020 22:46,10/1/2019 14:49,,,,,"Currently based on business feedback below is the # of iPads requested
|Region|iPads|Contact|Email|
|CO|2|Diana Rodriguez|[Diana.J.Rodriguez@xxxxx.xxx|mailto:Diana.J.Rodriguez@xxxxx.xxx]|
|MHS|5|Chrissy Miller|[Chrissy.a.miller@xxxxx.xxx|mailto:Chrissy.a.miller@xxxxx.xxx]|
|GA|3|Donna Mcdowell|[donna.x.mcdowell@xxxxx.xxx|mailto:donna.x.mcdowell@xxxxx.xxx]|
|MD|30|Glenton Atwell|[Glenton.I.Atwell@xxxxx.xxx|mailto:Glenton.I.Atwell@xxxxx.xxx]|
|NW|12|Stevannie PassÂ |[Stevannie.L.Pass@xxxxx.xxx|mailto:Stevannie.L.Pass@xxxxx.xxx]|
|SCAL|135|June Concepcion|[June.A.Concepcion@xxxxx.xxx|mailto:June.A.Concepcion@xxxxx.xxx]|
|NCAL|48|Dr. Craig ConlonÂ |[Craig.X.Conlon@xxxxx.xxx|mailto:Craig.X.Conlon@xxxxx.xxx]|
|WA|Â |Rebecca Allen|[Rebecca.G.Allen@xxxxx.xxx|mailto:Rebecca.G.Allen@xxxxx.xxx]|
|HI|Â |Â |Â |

Total: 235 but we already received 20 so *grand total is 215*

**Need to confirm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepare a bullet list of what iPads can be used for,Task,Done,Medium,9/12/2019 9:20,10/1/2019 13:54,10/8/2020 22:46,10/1/2019 13:54,,,,,There is some confusion in regards to what the use of the iPads will be. Team requested to add a few more slides in the executive meeting to explain the use & what the iPads can and cant do so the users will be are,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obtain Lisa Caplan's approval to move ahead with data migration and additional training ,Story,Done,Medium,9/11/2019 10:34,10/16/2019 11:34,10/8/2020 22:46,10/16/2019 11:34,,,,,,,0,21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
